ligne_id	commande_fk	article_fk	quantite	prix_unitaire	parent_ligne_fk
1190	402	22	1	4	
1191	402	25	1	5	
1192	402	30	1	5	
1193	403	2	1	18	
1194	403	5	1	17	
1195	403	1	1	14	
1196	403	26	1	4.5	
1197	403	23	1	4.5	
1198	404	3	1	20	
1199	404	27	1	6	
1200	405	6	1	19	
1201	405	4	1	18	
1202	405	28	1	6	
1203	406	8	1	20.5	
1204	406	1	1	14	
1205	406	26	1	4.5	
1206	406	25	1	5	
1207	407	7	1	19.5	
1208	407	3	1	20	
1209	407	2	1	18	
1210	407	25	1	5	
1211	407	29	1	5.5	
1212	408	6	1	19	
1213	408	7	1	19.5	
1214	408	27	1	6	
1215	409	5	2	17	
1216	409	1	1	14	
1217	409	4	2	18	
1218	410	4	1	18	
1219	410	7	1	19.5	
1220	410	23	1	4.5	
1221	411	3	1	20	
1222	411	4	2	18	
1223	412	1	2	14	
1224	412	7	1	19.5	
1225	412	4	2	18	
1226	412	25	1	5	
1227	413	8	1	20.5	
1228	413	6	1	19	
1229	414	2	1	18	
1230	414	8	1	20.5	
1231	414	24	1	4	
1232	414	24	1	4	
1233	415	3	2	20	
1234	415	6	1	19	
1235	415	23	1	4.5	
1236	416	1	1	14	
1237	416	3	2	20	
1238	417	2	2	18	
1239	417	29	1	5.5	
1240	418	5	2	17	
1241	418	27	1	6	
1242	419	4	2	18	
1243	420	1	1	14	
1244	421	4	2	18	
1245	421	21	1	3	
1246	421	23	1	4.5	
1247	422	8	2	20.5	
1248	422	22	1	4	
1249	423	8	1	20.5	
1250	423	2	1	18	
1251	423	1	1	14	
1252	424	1	2	14	
1253	424	21	1	3	
1254	424	29	1	5.5	
1255	425	2	1	18	
1256	425	4	2	18	
1257	425	27	1	6	
1258	426	1	1	14	
1259	426	8	1	20.5	
1260	427	2	1	18	
1261	428	1	2	14	
1262	428	7	1	19.5	
1263	428	23	1	4.5	
1264	428	25	1	5	
1265	429	4	1	18	
1266	429	8	1	20.5	
1267	429	23	1	4.5	
1268	430	6	1	19	
1269	430	4	2	18	
1270	430	8	1	20.5	
1271	430	21	1	3	
1272	431	5	1	17	
1273	431	3	1	20	
1274	431	24	1	4	
1275	432	6	1	19	
1276	433	5	1	17	
1277	433	7	1	19.5	
1278	433	30	1	5	
1279	434	2	1	18	
1280	434	21	1	3	
1281	435	5	2	17	
1282	435	7	1	19.5	
1283	436	5	2	17	
1284	436	3	2	20	
1285	436	4	2	18	
1286	437	1	1	14	
1287	437	25	1	5	
1288	437	27	1	6	
1289	438	7	1	19.5	
1290	438	1	2	14	
1291	439	1	2	14	
1292	440	2	1	18	
1293	440	1	1	14	
1294	441	6	1	19	
1295	441	22	1	4	
1296	441	23	1	4.5	
1297	441	29	1	5.5	
1298	442	8	1	20.5	
1299	442	5	1	17	
1300	443	6	1	19	
1301	443	1	2	14	
1302	443	7	1	19.5	
1303	443	23	1	4.5	
1304	443	25	1	5	
1305	444	7	2	19.5	
1306	444	4	1	18	
1307	444	3	1	20	
1308	445	2	2	18	
1309	445	22	1	4	
1310	446	7	1	19.5	
1311	446	3	2	20	
1312	447	8	1	20.5	
1313	447	4	1	18	
1314	447	2	2	18	
1315	447	25	1	5	
1316	447	25	1	5	
1317	448	8	1	20.5	
1318	448	26	1	4.5	
1319	448	21	1	3	
1320	449	2	1	18	
1321	449	6	1	19	
1322	449	25	1	5	
1323	450	1	1	14	
1324	450	22	1	4	
1325	451	4	1	18	
1326	451	1	1	14	
1327	451	25	1	5	
1328	452	5	1	17	
1329	453	8	1	20.5	
1330	453	3	2	20	
1331	454	1	1	14	
1332	455	8	1	20.5	
1333	455	6	1	19	
1334	455	2	1	18	
1335	455	25	1	5	
1336	456	1	1	14	
1337	456	5	1	17	
1338	456	23	1	4.5	
1339	457	2	1	18	
1340	457	5	2	17	
1341	457	29	1	5.5	
1342	458	2	2	18	
1343	458	1	1	14	
1344	458	25	1	5	
1345	459	4	1	18	
1346	459	1	1	14	
1347	459	3	1	20	
1348	459	26	1	4.5	
1349	459	25	1	5	
1350	460	4	1	18	
1351	460	5	2	17	
1352	460	1	1	14	
1353	461	1	1	14	
1354	461	30	1	5	
1355	462	8	1	20.5	
1356	462	5	1	17	
1357	462	22	1	4	
1358	462	21	1	3	
1359	462	27	1	6	
1360	463	8	1	20.5	
1361	463	2	1	18	
1362	464	6	1	19	
1363	464	5	1	17	
1364	464	21	1	3	
1365	465	6	2	19	
1366	465	26	1	4.5	
1367	465	25	1	5	
1368	466	5	1	17	
1369	467	2	1	18	
1370	467	8	1	20.5	
1371	467	5	1	17	
1372	467	22	1	4	
1373	467	21	1	3	
1374	468	8	1	20.5	
1375	468	4	1	18	
1376	468	23	1	4.5	
1377	469	5	2	17	
1378	469	6	1	19	
1379	469	25	1	5	
1380	470	6	2	19	
1381	470	5	1	17	
1382	471	5	1	17	
1383	471	3	1	20	
1384	472	6	1	19	
1385	472	1	2	14	
1386	472	5	2	17	
1387	473	3	1	20	
1388	474	3	1	20	
1389	474	6	1	19	
1390	474	21	1	3	
1391	475	3	2	20	
1392	475	6	1	19	
1393	476	5	1	17	
1394	476	2	1	18	
1395	476	23	1	4.5	
1396	476	23	1	4.5	
1397	477	1	1	14	
1398	477	26	1	4.5	
1399	478	4	1	18	
1400	478	3	1	20	
1401	478	24	1	4	
1402	479	6	1	19	
1403	479	3	1	20	
1404	480	1	1	14	
1405	480	2	1	18	
1406	481	3	1	20	
1407	481	2	2	18	
1408	481	21	1	3	
1409	481	26	1	4.5	
1410	481	28	1	6	
1411	482	6	2	19	
1412	482	22	1	4	
1413	483	3	1	20	
1414	483	4	1	18	
1415	483	21	1	3	
1416	484	6	1	19	
1417	484	21	1	3	
1418	484	30	1	5	
1419	485	1	1	14	
1420	485	3	2	20	
1421	486	3	1	20	
1422	486	5	2	17	
1423	487	6	1	19	
1424	487	7	1	19.5	
1425	487	26	1	4.5	
1426	488	6	1	19	
1427	488	3	1	20	
1428	488	23	1	4.5	
1429	488	23	1	4.5	
1430	489	3	2	20	
1431	489	6	1	19	
1432	489	26	1	4.5	
1433	490	2	1	18	
1434	490	3	1	20	
1435	490	30	1	5	
1436	491	6	1	19	
1437	491	5	1	17	
1438	491	27	1	6	
1439	492	3	1	20	
1440	492	8	1	20.5	
1441	492	21	1	3	
1442	493	1	1	14	
1443	493	3	1	20	
1444	493	24	1	4	
1445	493	23	1	4.5	
1446	494	6	1	19	
1447	494	4	1	18	
1448	494	29	1	5.5	
1449	495	2	1	18	
1450	495	1	1	14	
1451	496	6	2	19	
1452	496	8	1	20.5	
1453	496	24	1	4	
1454	496	30	1	5	
1455	497	3	1	20	
1456	497	22	1	4	
1457	497	22	1	4	
1458	498	8	2	20.5	
1459	498	6	1	19	
1460	498	22	1	4	
1461	498	28	1	6	
1462	499	3	1	20	
1463	499	4	1	18	
1464	499	5	1	17	
1465	500	2	1	18	
1466	500	6	2	19	
1467	500	5	1	17	
1468	500	25	1	5	
1469	501	7	2	19.5	
1470	501	6	2	19	
1471	501	3	2	20	
1472	501	23	1	4.5	
1473	501	23	1	4.5	
1474	501	30	1	5	
1475	502	6	1	19	
1476	502	5	1	17	
1477	502	3	1	20	
1478	503	7	1	19.5	
1479	504	8	1	20.5	
1480	504	2	1	18	
1481	504	4	1	18	
1482	504	24	1	4	
1483	504	24	1	4	
1484	505	4	2	18	
1485	505	3	1	20	
1486	505	6	1	19	
1487	506	4	1	18	
1488	506	23	1	4.5	
1489	507	4	1	18	
1490	507	2	1	18	
1491	507	30	1	5	
1492	508	2	1	18	
1493	508	6	2	19	
1494	509	5	1	17	
1495	509	6	1	19	
1496	509	22	1	4	
1497	510	2	1	18	
1498	511	8	1	20.5	
1499	511	1	1	14	
1500	511	24	1	4	
1501	511	22	1	4	
1502	512	5	1	17	
1503	512	26	1	4.5	
1504	513	8	1	20.5	
1505	513	7	1	19.5	
1506	513	21	1	3	
1507	514	5	2	17	
1508	515	2	2	18	
1509	515	26	1	4.5	
1510	515	21	1	3	
1511	516	8	1	20.5	
1512	516	2	1	18	
1513	517	6	1	19	
1514	517	3	1	20	
1515	517	2	2	18	
1516	518	8	1	20.5	
1517	518	25	1	5	
1518	518	21	1	3	
1519	519	8	1	20.5	
1520	519	6	1	19	
1521	519	2	1	18	
1522	519	25	1	5	
1523	519	24	1	4	
1524	519	28	1	6	
1525	520	6	1	19	
1526	520	22	1	4	
1527	520	22	1	4	
1528	521	6	1	19	
1529	521	2	1	18	
1530	521	8	1	20.5	
1531	521	21	1	3	
1532	522	2	1	18	
1533	522	1	1	14	
1534	522	24	1	4	
1535	522	26	1	4.5	
1536	523	2	2	18	
1537	523	4	1	18	
1538	524	5	1	17	
1539	524	6	2	19	
1540	525	3	1	20	
1541	525	2	1	18	
1542	525	5	2	17	
1543	525	29	1	5.5	
1544	526	3	2	20	
1545	526	2	1	18	
1546	527	2	1	18	
1547	527	4	1	18	
1548	527	21	1	3	
1549	527	26	1	4.5	
1550	528	8	1	20.5	
1551	528	6	1	19	
1552	528	25	1	5	
1553	529	3	1	20	
1554	529	6	1	19	
1555	529	1	1	14	
1556	530	6	1	19	
1557	530	24	1	4	
1558	531	1	2	14	
1559	531	5	1	17	
1560	531	21	1	3	
1561	532	4	2	18	
1562	532	7	1	19.5	
1563	532	25	1	5	
1564	532	29	1	5.5	
1565	533	3	1	20	
1566	533	5	1	17	
1567	534	2	1	18	
1568	534	1	1	14	
1569	534	21	1	3	
1570	534	29	1	5.5	
1571	535	5	1	17	
1572	535	7	1	19.5	
1573	536	6	1	19	
1574	536	23	1	4.5	
1575	536	30	1	5	
1576	537	2	1	18	
1577	537	1	1	14	
1578	537	23	1	4.5	
1579	538	8	1	20.5	
1580	538	2	1	18	
1581	538	5	1	17	
1582	538	26	1	4.5	
1583	539	6	1	19	
1584	539	8	1	20.5	
1585	540	1	1	14	
1586	540	6	1	19	
1587	540	23	1	4.5	
1588	541	6	1	19	
1589	541	8	1	20.5	
1590	541	27	1	6	
1591	542	8	1	20.5	
1592	542	3	1	20	
1593	542	23	1	4.5	
1594	542	25	1	5	
1595	543	5	2	17	
1596	543	29	1	5.5	
1597	544	5	1	17	
1598	544	1	1	14	
1599	544	27	1	6	
1600	545	7	1	19.5	
1601	545	6	1	19	
1602	545	5	1	17	
1603	545	22	1	4	
1604	546	3	2	20	
1605	547	4	1	18	
1606	547	24	1	4	
1607	548	6	1	19	
1608	548	1	1	14	
1609	549	7	1	19.5	
1610	549	2	1	18	
1611	549	5	2	17	
1612	549	21	1	3	
1613	550	3	2	20	
1614	2	20	1	3.5	5
1615	2	18	1	2.5	5
1616	2	12	1	2.5	6
1617	4	15	1	2	12
1618	4	16	1	1.5	13
1619	4	16	1	1.5	13
1620	4	20	1	3.5	14
1621	6	13	1	2.5	21
1622	6	10	1	2.5	21
1623	7	10	1	2.5	24
1624	7	15	1	2	24
1625	7	10	1	2.5	26
1626	9	12	1	2.5	31
1627	9	17	1	2	31
1628	9	13	1	2.5	32
1629	9	19	1	2	32
1630	11	13	1	2.5	38
1631	11	11	1	2	39
1632	12	20	1	3.5	42
1633	13	13	1	2.5	44
1634	13	17	1	2	44
1635	14	9	1	3	46
1636	14	16	1	1.5	47
1637	15	11	1	2	50
1638	16	18	1	2.5	53
1639	16	16	1	1.5	53
1640	18	20	1	3.5	55
1641	18	14	1	3	55
1642	19	13	1	2.5	58
1643	19	12	1	2.5	58
1644	19	11	1	2	59
1645	21	11	1	2	64
1646	23	15	1	2	69
1647	23	11	1	2	69
1648	24	9	1	3	72
1649	25	14	1	3	75
1650	25	11	1	2	75
1651	26	9	1	3	78
1652	27	18	1	2.5	82
1653	27	10	1	2.5	82
1654	29	11	1	2	86
1655	29	19	1	2	86
1656	29	16	1	1.5	87
1657	29	9	1	3	87
1658	32	12	1	2.5	100
1659	32	10	1	2.5	100
1660	32	10	1	2.5	101
1661	32	16	1	1.5	101
1662	33	16	1	1.5	102
1663	33	13	1	2.5	102
1664	33	11	1	2	103
1665	35	10	1	2.5	111
1666	36	17	1	2	113
1667	36	14	1	3	113
1668	36	18	1	2.5	114
1669	36	18	1	2.5	114
1670	37	20	1	3.5	118
1671	37	19	1	2	118
1672	39	12	1	2.5	121
1673	39	20	1	3.5	122
1674	39	12	1	2.5	122
1675	42	9	1	3	130
1676	43	18	1	2.5	132
1677	43	20	1	3.5	133
1678	45	15	1	2	138
1679	45	14	1	3	138
1680	49	14	1	3	150
1681	49	12	1	2.5	150
1682	50	19	1	2	153
1683	51	16	1	1.5	160
1684	52	17	1	2	163
1685	53	18	1	2.5	168
1686	53	13	1	2.5	168
1687	57	15	1	2	178
1688	57	12	1	2.5	178
1689	58	19	1	2	181
1690	66	12	1	2.5	203
1691	66	19	1	2	203
1692	67	17	1	2	205
1693	67	13	1	2.5	205
1694	69	17	1	2	210
1695	69	19	1	2	210
1696	70	16	1	1.5	213
1697	70	9	1	3	213
1698	70	11	1	2	215
1699	73	15	1	2	221
1700	73	15	1	2	221
1701	76	13	1	2.5	228
1702	78	16	1	1.5	232
1703	78	16	1	1.5	232
1704	80	11	1	2	238
1705	80	16	1	1.5	238
1706	81	16	1	1.5	242
1707	81	9	1	3	243
1708	82	17	1	2	245
1709	83	16	1	1.5	249
1710	84	10	1	2.5	254
1711	84	12	1	2.5	254
1712	85	17	1	2	257
1713	86	20	1	3.5	261
1714	87	20	1	3.5	265
1715	91	11	1	2	273
1716	92	17	1	2	278
1717	96	13	1	2.5	289
1718	97	16	1	1.5	292
1719	97	18	1	2.5	292
1720	98	14	1	3	294
1721	98	20	1	3.5	294
1722	101	14	1	3	305
1723	101	9	1	3	305
1724	102	11	1	2	308
1725	104	17	1	2	312
1726	104	9	1	3	312
1727	104	10	1	2.5	313
1728	106	16	1	1.5	317
1729	108	13	1	2.5	326
1730	109	14	1	3	329
1731	110	10	1	2.5	332
1732	112	18	1	2.5	339
1733	113	16	1	1.5	343
1734	113	20	1	3.5	343
1735	117	20	1	3.5	359
1736	120	13	1	2.5	365
1737	122	10	1	2.5	371
1738	122	9	1	3	371
1739	122	15	1	2	372
1740	122	10	1	2.5	372
1741	125	13	1	2.5	381
1742	125	18	1	2.5	382
1743	125	11	1	2	382
1744	127	13	1	2.5	387
1745	127	9	1	3	388
1746	127	16	1	1.5	388
1747	129	12	1	2.5	394
1748	129	17	1	2	394
1749	129	15	1	2	395
1750	129	9	1	3	395
1751	130	18	1	2.5	396
1752	130	14	1	3	396
1753	130	18	1	2.5	397
1754	132	12	1	2.5	401
1755	132	11	1	2	402
1756	132	17	1	2	402
1757	133	16	1	1.5	404
1758	135	13	1	2.5	409
1759	135	16	1	1.5	409
1760	137	20	1	3.5	415
1761	137	17	1	2	415
1762	137	9	1	3	416
1763	137	11	1	2	416
1764	138	12	1	2.5	417
1765	140	16	1	1.5	423
1766	140	10	1	2.5	424
1767	140	10	1	2.5	425
1768	140	15	1	2	425
1769	142	9	1	3	432
1770	143	13	1	2.5	434
1771	145	14	1	3	440
1772	146	12	1	2.5	441
1773	146	17	1	2	441
1774	146	12	1	2.5	442
1775	147	19	1	2	447
1776	148	16	1	1.5	448
1777	148	19	1	2	448
1778	148	10	1	2.5	449
1779	148	9	1	3	449
1780	150	20	1	3.5	454
1781	151	14	1	3	455
1782	151	15	1	2	455
1783	153	20	1	3.5	462
1784	156	9	1	3	471
1785	156	12	1	2.5	471
1786	159	20	1	3.5	479
1787	159	10	1	2.5	479
1788	162	9	1	3	486
1789	162	20	1	3.5	486
1790	162	19	1	2	487
1791	163	20	1	3.5	489
1792	163	19	1	2	489
1793	164	11	1	2	492
1794	164	17	1	2	492
1795	168	13	1	2.5	504
1796	170	15	1	2	507
1797	170	18	1	2.5	507
1798	173	19	1	2	518
1799	173	17	1	2	518
1800	174	10	1	2.5	521
1801	174	15	1	2	523
1802	175	11	1	2	525
1803	175	15	1	2	525
1804	175	16	1	1.5	526
1805	177	14	1	3	530
1806	177	15	1	2	530
1807	178	16	1	1.5	533
1808	178	11	1	2	533
1809	179	18	1	2.5	537
1810	179	18	1	2.5	537
1811	180	11	1	2	541
1812	180	15	1	2	541
1813	183	20	1	3.5	551
1814	184	17	1	2	556
1815	184	9	1	3	556
1816	185	14	1	3	558
1817	186	13	1	2.5	560
1818	186	17	1	2	560
1819	186	14	1	3	561
1820	190	11	1	2	574
1821	192	9	1	3	582
1822	192	11	1	2	582
1823	194	20	1	3.5	587
1824	194	15	1	2	587
1825	194	20	1	3.5	588
1826	194	15	1	2	588
1827	197	13	1	2.5	598
1828	198	19	1	2	601
1829	198	17	1	2	602
1830	199	11	1	2	605
1831	200	16	1	1.5	607
1832	201	15	1	2	609
1833	202	9	1	3	613
1834	202	10	1	2.5	613
1835	204	14	1	3	618
1836	205	12	1	2.5	621
1837	205	10	1	2.5	621
1838	208	15	1	2	629
1839	208	18	1	2.5	630
1840	208	18	1	2.5	630
1841	209	10	1	2.5	633
1842	209	15	1	2	633
1843	211	14	1	3	641
1844	211	14	1	3	641
1845	211	12	1	2.5	642
1846	213	12	1	2.5	646
1847	213	16	1	1.5	646
1848	215	12	1	2.5	648
1849	215	15	1	2	648
1850	217	12	1	2.5	655
1851	217	17	1	2	656
1852	217	15	1	2	656
1853	218	14	1	3	659
1854	220	16	1	1.5	665
1855	222	13	1	2.5	670
1856	222	10	1	2.5	670
1857	225	20	1	3.5	677
1858	225	11	1	2	677
1859	227	9	1	3	680
1860	229	20	1	3.5	686
1861	229	15	1	2	686
1862	231	9	1	3	691
1863	231	11	1	2	691
1864	234	19	1	2	700
1865	234	10	1	2.5	700
1866	234	15	1	2	701
1867	236	10	1	2.5	705
1868	236	9	1	3	705
1869	236	13	1	2.5	706
1870	236	19	1	2	706
1871	240	14	1	3	715
1872	240	18	1	2.5	715
1873	241	11	1	2	718
1874	242	10	1	2.5	721
1875	243	11	1	2	723
1876	244	15	1	2	725
1877	244	16	1	1.5	725
1878	245	16	1	1.5	729
1879	247	14	1	3	735
1880	247	19	1	2	735
1881	248	20	1	3.5	739
1882	249	12	1	2.5	741
1883	250	14	1	3	744
1884	250	20	1	3.5	744
1885	256	20	1	3.5	758
1886	257	16	1	1.5	760
1887	258	11	1	2	763
1888	258	20	1	3.5	763
1889	259	13	1	2.5	766
1890	259	13	1	2.5	766
1891	261	19	1	2	772
1892	263	14	1	3	779
1893	264	20	1	3.5	781
1894	264	11	1	2	782
1895	264	15	1	2	782
1896	265	10	1	2.5	784
1897	265	16	1	1.5	784
1898	266	12	1	2.5	787
1899	268	14	1	3	796
1900	268	12	1	2.5	796
1901	270	13	1	2.5	801
1902	271	19	1	2	803
1903	272	20	1	3.5	807
1904	276	15	1	2	815
1905	278	16	1	1.5	823
1906	278	20	1	3.5	823
1907	279	13	1	2.5	825
1908	279	14	1	3	825
1909	281	16	1	1.5	829
1910	282	11	1	2	833
1911	282	9	1	3	834
1912	282	9	1	3	834
1913	282	13	1	2.5	835
1914	283	12	1	2.5	837
1915	283	14	1	3	837
1916	284	14	1	3	838
1917	284	18	1	2.5	838
1918	285	19	1	2	842
1919	285	17	1	2	842
1920	286	15	1	2	845
1921	288	10	1	2.5	850
1922	289	15	1	2	853
1923	289	15	1	2	853
1924	290	15	1	2	856
1925	293	19	1	2	862
1926	293	9	1	3	863
1927	293	11	1	2	863
1928	294	16	1	1.5	866
1929	294	20	1	3.5	866
1930	295	16	1	1.5	869
1931	297	19	1	2	874
1932	297	10	1	2.5	874
1933	298	20	1	3.5	879
1934	298	16	1	1.5	880
1935	298	16	1	1.5	880
1936	299	19	1	2	882
1937	300	12	1	2.5	885
1938	302	19	1	2	889
1939	302	18	1	2.5	889
1940	302	15	1	2	890
1941	305	14	1	3	897
1942	305	19	1	2	897
1943	306	10	1	2.5	901
1944	307	12	1	2.5	904
1945	308	9	1	3	908
1946	308	15	1	2	908
1947	309	17	1	2	912
1948	312	17	1	2	920
1949	313	9	1	3	924
1950	313	11	1	2	924
1951	314	20	1	3.5	927
1952	315	9	1	3	931
1953	315	19	1	2	931
1954	317	18	1	2.5	937
1955	317	19	1	2	937
1956	320	15	1	2	942
1957	320	13	1	2.5	942
1958	320	19	1	2	943
1959	320	10	1	2.5	943
1960	322	15	1	2	946
1961	322	18	1	2.5	946
1962	323	14	1	3	948
1963	323	11	1	2	948
1964	326	20	1	3.5	955
1965	333	12	1	2.5	978
1966	337	19	1	2	991
1967	337	9	1	3	992
1968	337	20	1	3.5	992
1969	339	17	1	2	994
1970	339	16	1	1.5	994
1971	339	19	1	2	995
1972	339	17	1	2	995
1973	341	15	1	2	998
1974	341	14	1	3	999
1975	344	15	1	2	1008
1976	344	20	1	3.5	1008
1977	344	16	1	1.5	1009
1978	345	9	1	3	1011
1979	346	13	1	2.5	1013
1980	346	12	1	2.5	1014
1981	346	16	1	1.5	1014
1982	347	11	1	2	1015
1983	348	12	1	2.5	1019
1984	348	14	1	3	1019
1985	348	9	1	3	1020
1986	348	16	1	1.5	1021
1987	348	13	1	2.5	1021
1988	352	20	1	3.5	1030
1989	353	13	1	2.5	1034
1990	353	13	1	2.5	1036
1991	355	20	1	3.5	1042
1992	355	19	1	2	1043
1993	355	19	1	2	1043
1994	356	16	1	1.5	1045
1995	357	18	1	2.5	1049
1996	357	9	1	3	1050
1997	359	10	1	2.5	1054
1998	359	17	1	2	1054
1999	360	12	1	2.5	1056
2000	362	14	1	3	1063
2001	364	9	1	3	1067
2002	364	13	1	2.5	1068
2003	365	11	1	2	1073
2004	365	10	1	2.5	1073
2005	365	11	1	2	1074
2006	365	11	1	2	1074
2007	366	19	1	2	1077
2008	366	16	1	1.5	1077
2009	367	20	1	3.5	1079
2010	368	10	1	2.5	1083
2011	368	12	1	2.5	1084
2012	368	17	1	2	1084
2013	369	20	1	3.5	1087
2014	369	14	1	3	1087
2015	370	12	1	2.5	1091
2016	371	14	1	3	1092
2017	371	18	1	2.5	1092
2018	372	17	1	2	1093
2019	372	10	1	2.5	1093
2020	375	16	1	1.5	1101
2021	375	19	1	2	1101
2022	376	14	1	3	1107
2023	377	10	1	2.5	1110
2024	378	16	1	1.5	1113
2025	378	16	1	1.5	1113
2026	379	11	1	2	1117
2027	379	16	1	1.5	1117
2028	381	17	1	2	1122
2029	381	14	1	3	1122
2030	383	15	1	2	1129
2031	383	19	1	2	1129
2032	384	18	1	2.5	1134
2033	385	19	1	2	1137
2034	385	13	1	2.5	1137
2035	390	16	1	1.5	1153
2036	390	20	1	3.5	1153
2037	392	15	1	2	1158
2038	392	9	1	3	1158
2039	393	17	1	2	1160
2040	393	17	1	2	1161
2041	394	18	1	2.5	1164
2042	394	15	1	2	1164
2043	394	19	1	2	1165
2044	395	10	1	2.5	1166
2045	395	15	1	2	1166
2046	398	18	1	2.5	1175
2047	399	9	1	3	1179
2048	399	12	1	2.5	1179
2049	401	12	1	2.5	1185
2050	402	19	1	2	1188
2051	403	16	1	1.5	1195
2052	403	12	1	2.5	1195
2053	404	14	1	3	1198
2054	405	18	1	2.5	1201
2055	406	17	1	2	1203
2056	406	19	1	2	1203
2057	407	19	1	2	1207
2058	407	10	1	2.5	1207
2059	409	9	1	3	1215
2060	409	19	1	2	1216
2061	409	9	1	3	1216
2062	409	17	1	2	1217
2063	409	19	1	2	1217
2064	410	10	1	2.5	1218
2065	410	13	1	2.5	1218
2066	412	12	1	2.5	1223
2067	412	18	1	2.5	1223
2068	412	9	1	3	1224
2069	412	15	1	2	1224
2070	413	20	1	3.5	1227
2071	413	11	1	2	1228
2072	413	12	1	2.5	1228
2073	415	11	1	2	1233
2074	416	9	1	3	1237
2075	416	14	1	3	1237
2076	417	16	1	1.5	1238
2077	417	20	1	3.5	1238
2078	418	18	1	2.5	1240
2079	418	18	1	2.5	1240
2080	420	15	1	2	1243
2081	420	11	1	2	1243
2082	421	12	1	2.5	1244
2083	422	17	1	2	1247
2084	422	14	1	3	1247
2085	423	13	1	2.5	1249
2086	423	10	1	2.5	1250
2087	423	11	1	2	1250
2088	423	17	1	2	1251
2089	428	16	1	1.5	1262
2090	431	9	1	3	1272
2091	436	11	1	2	1285
2092	438	14	1	3	1290
2093	438	15	1	2	1290
2094	439	17	1	2	1291
2095	439	20	1	3.5	1291
2096	443	16	1	1.5	1302
2097	444	14	1	3	1306
2098	444	18	1	2.5	1306
2099	444	10	1	2.5	1307
2100	445	19	1	2	1308
2101	445	19	1	2	1308
2102	446	11	1	2	1310
2103	447	18	1	2.5	1312
2104	447	10	1	2.5	1312
2105	447	9	1	3	1314
2106	455	19	1	2	1334
2107	457	19	1	2	1340
2108	460	16	1	1.5	1350
2109	460	18	1	2.5	1350
2110	460	19	1	2	1351
2111	460	12	1	2.5	1352
2112	461	20	1	3.5	1353
2113	461	14	1	3	1353
2114	463	13	1	2.5	1361
2115	463	20	1	3.5	1361
2116	464	11	1	2	1363
2117	467	12	1	2.5	1371
2118	467	11	1	2	1371
2119	468	12	1	2.5	1374
2120	468	20	1	3.5	1375
2121	468	16	1	1.5	1375
2122	469	16	1	1.5	1378
2123	469	19	1	2	1378
2124	472	11	1	2	1384
2125	474	13	1	2.5	1388
2126	475	11	1	2	1391
2127	475	16	1	1.5	1392
2128	475	10	1	2.5	1392
2129	478	17	1	2	1399
2130	478	16	1	1.5	1400
2131	479	13	1	2.5	1402
2132	479	11	1	2	1402
2133	479	16	1	1.5	1403
2134	481	14	1	3	1407
2135	482	16	1	1.5	1411
2136	484	10	1	2.5	1416
2137	484	19	1	2	1416
2138	487	15	1	2	1423
2139	487	11	1	2	1424
2140	488	11	1	2	1427
2141	488	13	1	2.5	1427
2142	489	20	1	3.5	1431
2143	489	18	1	2.5	1431
2144	490	20	1	3.5	1434
2145	490	19	1	2	1434
2146	492	12	1	2.5	1440
2147	493	11	1	2	1442
2148	493	16	1	1.5	1442
2149	494	18	1	2.5	1446
2150	495	18	1	2.5	1449
2151	497	15	1	2	1455
2152	497	15	1	2	1455
2153	498	17	1	2	1458
2154	498	17	1	2	1458
2155	499	9	1	3	1464
2156	500	20	1	3.5	1467
2157	500	9	1	3	1467
2158	501	12	1	2.5	1469
2159	501	13	1	2.5	1469
2160	502	18	1	2.5	1475
2161	502	11	1	2	1477
2162	504	14	1	3	1479
2163	504	13	1	2.5	1480
2164	507	14	1	3	1490
2165	509	19	1	2	1495
2166	509	16	1	1.5	1495
2167	512	14	1	3	1502
2168	512	11	1	2	1502
2169	514	20	1	3.5	1507
2170	514	16	1	1.5	1507
2171	515	16	1	1.5	1508
2172	515	13	1	2.5	1508
2173	517	15	1	2	1515
2174	517	15	1	2	1515
2175	518	20	1	3.5	1516
2176	519	16	1	1.5	1519
2177	519	17	1	2	1519
2178	521	13	1	2.5	1528
2179	521	12	1	2.5	1528
2180	521	9	1	3	1529
2181	521	11	1	2	1529
2182	523	15	1	2	1536
2183	523	10	1	2.5	1536
2184	524	12	1	2.5	1538
2185	524	11	1	2	1539
2186	525	11	1	2	1541
2187	525	19	1	2	1542
2188	525	14	1	3	1542
2189	526	10	1	2.5	1544
2190	526	16	1	1.5	1545
2191	526	15	1	2	1545
2192	527	11	1	2	1547
2193	528	14	1	3	1551
2194	529	14	1	3	1553
2195	529	9	1	3	1553
2196	531	10	1	2.5	1558
2197	531	10	1	2.5	1558
2198	531	13	1	2.5	1559
2199	531	16	1	1.5	1559
2200	533	13	1	2.5	1566
2201	533	15	1	2	1566
2202	534	11	1	2	1567
2203	534	12	1	2.5	1567
2204	534	15	1	2	1568
2205	534	18	1	2.5	1568
2206	537	20	1	3.5	1577
2207	537	15	1	2	1577
2208	538	17	1	2	1580
2209	538	18	1	2.5	1580
2210	538	9	1	3	1581
2211	538	18	1	2.5	1581
2212	541	16	1	1.5	1588
2213	541	14	1	3	1589
2214	542	14	1	3	1592
2215	543	15	1	2	1595
2216	543	11	1	2	1595
